outcome,treatment,female,black,hispanic,pretest,dadmiss,dadvoc,dadsome,dadcoll,mommiss,momvoc,momsome,momcoll,fincome,fincmiss,ownhome,perwhite,urban,cue80,stypc80,stwmfg80,dist2yr,dist4yr,dadpostgradhs,mompostgradhs
16,0,0,0,0,59.43,0,0,0,1,0,0,0,1,0,1,1,97,0,5.6,10549,7.54,12,50,1,1
16,0,0,0,0,55.91,1,0,0,0,0,0,1,0,62000,0,1,97,0,5.6,10549,7.54,12,50,0,1
16,0,1,0,1,56.64,0,0,0,0,0,0,0,0,0,1,1,100,0,4.6,9279,7.35,15,7,0,0
12,0,1,0,0,63.76,0,0,1,0,0,0,0,0,62000,0,1,100,0,4.6,9279,7.35,15,7,1,0
17,0,1,0,0,64.82,0,0,0,0,0,0,0,0,22500,0,1,100,0,4.6,9279,7.35,15,7,0,0
13,0,1,0,0,55.94,0,0,0,1,0,0,0,1,62000,0,1,86,0,2.5,10815,7.18,20,20,1,1
16,0,1,0,0,58.59,0,0,0,1,0,0,0,1,31500,0,1,86,0,2.5,10815,7.18,20,20,1,1
14,0,0,0,0,66.37,0,0,0,1,0,0,0,1,31500,0,1,86,0,2.5,10815,7.18,20,20,1,1
16,0,1,0,0,59.81,0,0,0,1,0,1,0,0,31500,0,0,81,0,4,10549,7.54,8,20,1,1
12,0,0,0,0,52.53,0,0,0,0,0,0,0,0,9500,0,1,81,0,4,10549,7.54,8,20,0,0
13,0,0,1,0,58.22,0,0,0,0,0,0,0,0,14000,0,1,81,0,4,10549,7.54,8,20,0,0
16,0,1,0,0,51.64,1,0,0,0,0,0,0,0,9500,0,0,87,0,5.1,9279,7.35,7,3,0,0
17,0,1,0,0,47.35,0,0,1,0,0,0,0,1,62000,0,1,73,0,4,10549,7.54,0,1,1,1
16,0,1,0,0,59.99,0,0,0,0,0,1,0,0,3500,0,1,73,0,4,10549,7.54,0,1,0,1
17,0,0,0,0,56.29,0,0,0,0,0,0,0,0,0,1,1,73,0,4,10549,7.54,0,1,0,0
17,0,1,1,0,55.85,0,0,0,0,0,1,0,0,22500,0,1,73,0,4,10549,7.54,0,1,0,1
15,0,1,1,0,40.55,1,0,0,0,0,0,0,0,0,1,0,73,0,4,10549,7.54,0,1,0,0
15,0,1,0,1,58.73,0,0,0,0,0,1,0,0,31500,0,1,89,0,2.5,10815,7.18,10,15,0,1
16,0,1,0,1,54.07,0,0,0,1,0,0,0,1,62000,0,0,89,0,2.5,10815,7.18,10,15,1,1
12,0,1,1,0,40.25,0,0,0,0,0,0,0,0,14000,0,0,82,0,4.2,11997,9.68,17,10,0,0
15,0,1,0,0,59.02,0,0,0,0,0,0,0,0,31500,0,0,82,0,4.2,11997,9.68,17,10,0,0
16,0,0,0,0,67.75,0,0,0,1,0,0,0,0,31500,0,1,82,0,4.2,11997,9.68,17,10,1,0
12,0,1,0,0,48.49,1,0,0,0,0,0,0,0,22500,0,1,82,0,4.2,11997,9.68,17,10,0,0
16,0,1,0,0,64.75,0,0,1,0,0,0,1,0,22500,0,1,87,0,6.3,11997,9.68,12,19,1,1
16,0,1,1,0,49.09,1,0,0,0,0,0,0,0,9500,0,1,87,0,6.3,11997,9.68,12,19,0,0
13,0,0,1,0,40.82,0,0,0,0,0,0,0,0,9500,0,1,68,0,8.3,10549,7.54,12,38,0,0
14,0,1,0,0,49.52,0,0,1,0,0,0,1,0,14000,0,0,87,0,14.2,8895,332.56,45,30,1,1
15,0,1,0,0,68.96,0,0,0,0,0,0,0,0,9500,0,0,87,0,14.2,8895,332.56,45,30,0,0
15,0,1,0,0,56.34,0,0,0,0,0,0,0,0,9500,0,1,87,0,14.2,8895,332.56,45,30,0,0
16,0,1,0,0,61.32,0,0,0,0,0,0,0,0,3500,0,0,87,0,14.2,8895,332.56,45,30,0,0
17,0,1,0,0,67.5,1,0,0,0,0,0,1,0,62000,0,1,97,0,4.5,8977,7.33,15,25,0,1
15,0,1,0,0,56.76,1,0,0,0,0,0,0,0,3500,0,0,97,0,4.5,8977,7.33,15,25,0,0
16,0,0,1,0,54.03,0,0,1,0,0,0,1,0,22500,0,1,74,0,7.2,8977,7.33,4,50,1,1
12,0,0,1,0,38.81,0,0,0,0,0,1,0,0,18000,0,1,74,0,7.2,8977,7.33,4,50,0,1
16,0,1,0,0,64.93,0,0,1,0,0,1,0,0,31500,0,1,74,0,7.2,8977,7.33,4,50,1,1
15,0,0,0,0,65.51,0,0,0,0,0,0,0,0,14000,0,1,99,0,6.7,10815,7.18,9,5,0,0
16,0,1,0,0,44.71,0,0,0,0,0,0,1,0,62000,0,1,100,0,12.6,8895,332.56,2,65,0,1
15,0,1,0,0,45.38,0,0,0,0,0,0,0,0,14000,0,1,100,0,12.6,8895,332.56,2,65,0,0
15,0,1,0,0,59.4,0,0,1,0,0,0,0,0,22500,0,1,87,0,7.2,10815,7.18,8,36,1,0
16,0,0,0,0,67.19,0,0,0,1,0,0,0,1,31500,0,1,87,0,7.2,10815,7.18,8,36,1,1
15,0,0,1,0,46.33,1,0,0,0,0,0,0,0,14000,0,0,87,0,7.2,10815,7.18,8,36,0,0
16,0,0,0,0,51.51,0,0,0,1,0,0,1,0,0,1,1,87,0,7.2,10815,7.18,8,36,1,1
12,0,1,0,0,62.97,0,0,0,0,0,0,0,0,18000,0,1,87,0,7.2,10815,7.18,8,36,0,0
16,0,0,0,0,57.26,0,1,0,0,0,0,0,1,22500,0,1,87,0,7.2,10815,7.18,8,36,1,1
13,0,1,0,0,48.12,0,0,0,0,0,0,1,0,9500,0,1,100,0,15.7,8895,332.56,40,40,0,1
18,0,0,0,0,57.4,0,0,0,0,0,0,0,0,14000,0,1,100,0,15.7,8895,332.56,40,40,0,0
15,0,0,0,0,55.67,0,0,0,0,0,0,0,0,22500,0,1,100,0,15.7,8895,332.56,40,40,0,0
14,0,1,0,0,53.76,0,0,1,0,0,0,0,0,22500,0,1,100,0,15.7,8895,332.56,40,40,1,0
16,0,0,0,0,58.43,0,1,0,0,0,0,1,0,3500,0,1,100,0,15.7,8895,332.56,40,40,1,1
16,0,1,0,0,54.75,0,0,0,0,0,0,0,0,31500,0,0,100,0,15.7,8895,332.56,40,40,0,0
12,0,1,0,0,45.08,0,0,1,0,1,0,0,0,14000,0,1,100,0,12.6,8895,332.56,33,30,1,0
13,0,1,0,0,47.52,0,0,0,0,0,0,0,0,18000,0,1,100,0,12.6,8895,332.56,33,30,0,0
14,0,1,0,0,43.81,0,0,0,0,0,0,0,0,18000,0,1,100,0,12.6,8895,332.56,33,30,0,0
13,0,1,0,0,54.04,1,0,0,0,1,0,0,0,9500,0,1,100,0,12.6,8895,332.56,33,30,0,0
16,0,1,1,0,48.18,1,0,0,0,1,0,0,0,14000,0,1,69,0,6.5,9279,7.35,40,3,0,0
12,0,1,1,0,55.75,0,0,0,0,0,0,0,0,9500,0,0,69,0,6.5,9279,7.35,40,3,0,0
12,0,1,1,0,36.97,1,0,0,0,0,1,0,0,3500,0,1,69,0,6.5,9279,7.35,40,3,0,1
12,0,0,0,0,40.48,1,0,0,0,1,0,0,0,18000,0,1,69,0,6.5,9279,7.35,40,3,0,0
14,0,0,1,0,39.62,1,0,0,0,0,0,0,0,9500,0,1,79,0,9.2,8895,332.56,2,2,0,0
14,0,1,0,0,44.08,0,0,0,0,0,0,1,0,14000,0,1,79,0,9.2,8895,332.56,2,2,0,1
13,0,0,1,0,46.99,0,0,0,1,0,0,0,0,18000,0,1,79,0,9.2,8895,332.56,2,2,1,0
16,0,1,0,0,55.37,0,0,0,1,0,0,0,1,62000,0,1,79,0,9.2,8895,332.56,2,2,1,1
16,0,1,0,0,58.43,0,0,0,1,0,0,0,1,22500,0,1,79,0,9.2,8895,332.56,2,2,1,1
14,0,1,1,0,47.9,0,0,0,0,0,0,0,0,9500,0,0,79,0,9.2,8895,332.56,2,2,0,0
12,0,0,1,0,35.68,0,0,0,0,0,0,0,0,3500,0,1,79,0,9.2,8895,332.56,2,2,0,0
14,0,1,1,0,45.82,1,0,0,0,0,0,0,0,18000,0,1,79,0,9.2,8895,332.56,2,2,0,0
12,0,0,1,0,54.69,0,0,0,0,0,0,0,0,14000,0,1,72,0,7.3,11997,9.68,0,10,0,0
16,0,0,0,0,56.14,0,1,0,0,0,0,0,0,22500,0,0,72,0,7.3,11997,9.68,0,10,1,0
13,0,1,1,0,52.76,1,0,0,0,0,0,0,0,14000,0,0,72,0,7.3,11997,9.68,0,10,0,0
12,0,1,0,0,50.08,0,0,0,0,0,0,0,0,9500,0,1,72,0,7.3,11997,9.68,0,10,0,0
15,0,1,1,0,42.16,0,0,0,0,0,0,0,0,0,1,1,38,0,6.3,8977,7.33,10,20,0,0
16,0,0,0,0,56.5,0,0,0,0,0,0,0,0,22500,0,1,38,0,6.3,8977,7.33,10,20,0,0
15,0,1,0,0,58.48,0,0,0,0,0,0,0,0,18000,0,1,38,0,6.3,8977,7.33,10,20,0,0
16,0,1,1,0,52.64,0,0,0,0,0,0,1,0,9500,0,1,38,0,6.3,8977,7.33,10,20,0,1
12,0,1,0,0,59.23,1,0,0,0,0,0,0,0,22500,0,1,77,0,8.7,10549,7.54,5,70,0,0
15,0,0,0,1,49.75,0,0,0,0,0,0,0,0,62000,0,1,46,0,7.2,8977,7.33,7,30,0,0
16,0,1,1,0,51.86,1,0,0,0,0,1,0,0,14000,0,1,46,0,7.2,8977,7.33,7,30,0,1
15,0,0,1,0,45.16,0,0,0,0,0,0,0,0,14000,0,1,46,0,7.2,8977,7.33,7,30,0,0
13,0,0,0,0,52.67,0,1,0,0,0,0,0,0,18000,0,1,46,0,7.2,8977,7.33,7,30,1,0
13,0,0,1,0,58.05,0,0,0,0,0,0,0,0,31500,0,1,70,0,6.9,10815,7.18,3,1,0,0
16,0,1,0,0,58.63,0,0,0,1,0,1,0,0,62000,0,1,70,0,6.9,10815,7.18,3,1,1,1
16,0,1,1,0,64.05,1,0,0,0,0,0,0,1,14000,0,1,70,0,6.9,10815,7.18,3,1,0,1
16,0,0,1,0,57.29,0,0,0,0,0,0,0,1,31500,0,1,85,0,8,10549,7.54,7,7,0,1
16,0,0,0,0,64.22,0,1,0,0,0,0,0,0,18000,0,1,85,0,8,10549,7.54,7,7,1,0
14,0,0,0,0,50.91,0,0,0,0,0,0,0,0,9500,0,1,99,0,9.9,8895,332.56,3,19,0,0
16,0,1,0,0,47.47,0,0,0,0,0,0,0,0,9500,0,1,99,0,9.9,8895,332.56,3,19,0,0
15,0,0,0,0,67.06,0,0,1,0,0,0,0,0,14000,0,1,99,0,9.9,8895,332.56,3,19,1,0
15,0,1,0,0,42.35,1,0,0,0,0,1,0,0,9500,0,1,99,0,9.9,8895,332.56,3,19,0,1
13,0,0,0,0,56.23,1,0,0,0,0,0,0,1,31500,0,1,99,0,9.9,8895,332.56,3,19,0,1
14,0,1,0,0,55.36,0,0,0,1,0,0,0,0,31500,0,1,99,0,9.9,8895,332.56,3,19,1,0
17,0,1,1,0,48.15,0,0,0,0,0,0,0,0,18000,0,1,5,0,5.1,9279,7.35,5,8,0,0
13,0,0,1,0,40.18,0,0,0,0,0,0,0,0,0,1,1,5,0,5.1,9279,7.35,5,8,0,0
16,0,1,1,0,44.19,0,0,0,0,0,0,0,0,9500,0,0,5,0,5.1,9279,7.35,5,8,0,0
16,0,1,1,0,48.26,1,0,0,0,0,0,0,0,14000,0,1,5,0,5.1,9279,7.35,5,8,0,0
16,0,1,1,0,54.41,0,0,0,0,0,0,0,0,31500,0,1,5,0,5.1,9279,7.35,5,8,0,0
15,0,0,1,0,44.64,0,0,0,0,0,0,0,0,0,1,0,5,0,5.1,9279,7.35,5,8,0,0
12,0,0,1,0,42.2,0,0,0,0,0,0,1,0,9500,0,1,5,0,5.1,9279,7.35,5,8,0,1
12,0,0,1,0,48.12,0,0,0,0,0,0,0,0,14000,0,0,5,0,5.1,9279,7.35,5,8,0,0
14,0,1,1,0,41.44,0,0,0,1,0,0,0,1,62000,0,1,9,0,5.3,10549,7.54,5,18,1,1
13,0,1,1,0,41.6,0,0,0,0,0,0,0,0,14000,0,1,9,0,5.3,10549,7.54,5,18,0,0
15,0,0,1,0,48.52,0,0,0,0,0,0,0,0,9500,0,0,9,0,5.3,10549,7.54,5,18,0,0
12,0,0,1,0,35.15,0,0,0,0,0,0,0,0,3500,0,0,9,0,5.3,10549,7.54,5,18,0,0
16,0,1,1,0,40.31,0,0,0,0,0,0,0,0,9500,0,1,9,0,5.3,10549,7.54,5,18,0,0
16,0,0,1,0,53.87,0,0,0,0,0,0,0,0,31500,0,1,72,0,4,11997,9.68,5,50,0,0
16,0,1,0,0,59.67,0,0,0,1,0,0,1,0,31500,0,1,72,0,4,11997,9.68,5,50,1,1
16,0,0,0,0,48.83,0,0,0,0,0,0,0,1,0,1,1,72,0,4,11997,9.68,5,50,0,1
16,0,1,0,0,46.34,1,0,0,0,1,0,0,0,0,1,1,72,0,4,11997,9.68,5,50,0,0
14,0,1,0,0,51.71,0,0,0,1,0,0,1,0,18000,0,1,57,0,13.4,11997,9.68,30,15,1,1
14,0,1,0,0,44.64,0,0,0,1,0,0,1,0,14000,0,1,57,0,13.4,11997,9.68,30,15,1,1
16,0,1,0,0,51.92,0,0,0,0,0,0,0,0,62000,0,1,57,0,13.4,11997,9.68,30,15,0,0
13,0,0,1,0,50.85,0,0,0,0,0,0,0,0,18000,0,1,57,0,13.4,11997,9.68,30,15,0,0
12,0,0,1,0,38.78,1,0,0,0,0,0,0,0,18000,0,1,57,0,13.4,11997,9.68,30,15,0,0
13,0,0,1,0,43,0,0,0,1,0,0,0,0,9500,0,0,57,0,13.4,11997,9.68,30,15,1,0
14,0,0,1,0,59.72,0,0,0,0,0,1,0,0,22500,0,0,69,0,10.3,11997,9.68,1,1,0,1
16,0,0,0,0,67.12,0,0,0,1,0,0,0,1,22500,0,1,69,0,10.3,11997,9.68,1,1,1,1
12,0,0,0,0,65.49,0,0,0,0,0,0,0,0,18000,0,0,69,0,10.3,11997,9.68,1,1,0,0
16,0,0,0,0,56.95,0,0,0,0,0,0,0,1,31500,0,1,69,0,10.3,11997,9.68,1,1,0,1
16,0,1,0,0,64.96,0,0,0,1,0,0,0,1,22500,0,1,69,0,10.3,11997,9.68,1,1,1,1
16,0,1,1,0,53.48,0,0,0,0,0,0,0,0,3500,0,0,13,0,9.2,10815,7.18,35,27,0,0
12,0,1,1,0,36.94,1,0,0,0,0,0,0,0,3500,0,1,13,0,9.2,10815,7.18,35,27,0,0
14,0,1,1,0,42.95,0,0,0,0,0,0,0,0,0,1,1,13,0,9.2,10815,7.18,35,27,0,0
16,0,1,0,0,56.8,0,0,0,0,0,0,0,0,62000,0,0,13,0,9.2,10815,7.18,35,27,0,0
15,0,1,1,0,39.52,0,0,0,0,0,0,0,0,9500,0,0,13,0,9.2,10815,7.18,35,27,0,0
12,0,0,1,0,37.7,0,0,0,0,0,0,0,0,3500,0,0,13,0,9.2,10815,7.18,35,27,0,0
14,0,0,0,1,46.16,0,0,0,0,0,0,0,0,31500,0,1,11,0,5,10549,7.54,1,65,0,0
16,0,1,1,0,38.9,1,0,0,0,0,0,0,0,9500,0,0,49,0,5,10549,7.54,8,6,0,0
15,0,1,1,0,47.43,1,0,0,0,1,0,0,0,31500,0,1,49,0,5,10549,7.54,8,6,0,0
14,0,0,1,0,41.21,0,0,0,0,0,0,0,1,9500,0,1,38,1,5.5,10815,7.18,10,5,0,1
15,0,0,1,0,45.67,0,1,0,0,0,0,1,0,22500,0,1,38,1,5.5,10815,7.18,10,5,1,1
14,0,0,1,0,56.98,0,0,0,0,0,0,0,1,22500,0,1,38,1,5.5,10815,7.18,10,5,0,1
13,0,1,1,0,36.89,1,0,0,0,1,0,0,0,9500,0,0,38,1,5.5,10815,7.18,10,5,0,0
16,0,0,1,0,53.42,0,0,0,0,0,1,0,0,18000,0,0,35,1,9.2,11997,9.68,3,1,0,1
13,0,1,1,0,55.8,0,0,0,0,0,0,0,1,31500,0,1,35,1,9.2,11997,9.68,3,1,0,1
14,0,0,1,0,45.16,1,0,0,0,0,0,0,0,22500,0,0,35,1,9.2,11997,9.68,3,1,0,0
16,0,1,1,0,47.42,0,1,0,0,0,1,0,0,18000,0,1,54,0,8.5,8977,7.33,40,10,1,1
17,0,0,1,0,57.96,0,0,0,1,0,1,0,0,31500,0,1,54,0,8.5,8977,7.33,40,10,1,1
15,0,0,0,1,52.64,0,0,0,0,0,0,1,0,18000,0,1,54,0,8.5,8977,7.33,40,10,0,1
15,0,1,1,0,43.52,0,0,1,0,1,0,0,0,0,1,1,54,0,8.5,8977,7.33,40,10,1,0
18,0,0,0,0,56.2,0,1,0,0,0,1,0,0,31500,0,1,54,0,8.5,8977,7.33,40,10,1,1
16,0,1,1,0,49.97,0,0,1,0,0,0,0,1,14000,0,1,54,0,8.5,8977,7.33,40,10,1,1
17,0,1,1,0,60.07,0,1,0,0,0,0,0,0,0,1,1,54,0,8.5,8977,7.33,40,10,1,0
16,0,1,0,0,41.47,0,0,1,0,0,0,1,0,18000,0,1,86,0,5.6,10549,7.54,5,30,1,1
15,0,0,0,0,66.35,0,0,0,0,0,0,0,0,18000,0,1,86,0,5.6,10549,7.54,5,30,0,0
15,0,1,1,0,51.68,0,0,0,0,0,0,0,0,14000,0,1,22,1,4.6,10815,7.18,7,7,0,0
15,0,1,1,0,52.96,0,0,0,0,0,0,0,0,14000,0,1,22,1,4.6,10815,7.18,7,7,0,0
15,0,0,1,0,40.06,0,0,0,0,0,0,0,0,62000,0,1,22,1,4.6,10815,7.18,7,7,0,0
15,0,1,0,0,62.49,1,0,0,0,0,0,0,0,18000,0,1,22,1,4.6,10815,7.18,7,7,0,0
13,0,0,0,0,60.57,1,0,0,0,0,0,0,0,14000,0,0,22,1,4.6,10815,7.18,7,7,0,0
14,0,0,1,0,45.11,1,0,0,0,0,1,0,0,3500,0,0,22,1,4.6,10815,7.18,7,7,0,1
14,0,0,1,0,37.41,0,0,0,0,0,0,0,0,0,1,0,22,1,4.6,10815,7.18,7,7,0,0
14,0,0,1,0,58.5,0,0,0,1,0,0,0,1,18000,0,1,22,1,4.6,10815,7.18,7,7,1,1
13,0,1,1,0,44.02,0,0,0,0,0,0,0,0,22500,0,1,22,1,4.6,10815,7.18,7,7,0,0
14,0,0,1,0,46.85,0,0,0,0,0,0,0,0,14000,0,1,22,1,4.6,10815,7.18,7,7,0,0
14,0,1,1,0,45.07,0,0,0,0,0,0,0,0,14000,0,1,22,1,4.6,10815,7.18,7,7,0,0
15,0,1,0,0,59.41,1,0,0,0,0,0,0,0,18000,0,1,99,0,7.2,8895,332.56,17,17,0,0
14,0,1,1,0,58.71,0,0,1,0,0,0,1,0,18000,0,1,99,0,7.2,8895,332.56,17,17,1,1
13,0,0,0,0,66.45,0,0,0,1,0,0,0,0,14000,0,0,99,0,7.2,8895,332.56,17,17,1,0
14,0,0,0,0,52.79,0,0,0,1,0,0,1,0,22500,0,1,70,0,4,10549,7.54,12,20,1,1
12,0,0,1,0,41.99,0,0,0,0,0,0,1,0,18000,0,1,70,0,4,10549,7.54,12,20,0,1
15,0,1,0,0,39.97,0,0,0,0,0,0,0,0,18000,0,0,70,0,4,10549,7.54,12,20,0,0
15,0,0,0,0,66.59,0,0,0,0,0,0,0,1,14000,0,1,70,0,4,10549,7.54,12,20,0,1
16,0,1,1,0,38.35,0,0,0,0,0,0,0,0,62000,0,1,22,1,6.7,9279,7.35,8,10,0,0
12,0,1,1,0,42.56,1,0,0,0,0,0,0,0,3500,0,1,22,1,6.7,9279,7.35,8,10,0,0
15,0,1,1,0,36.17,0,0,1,0,0,0,0,1,9500,0,1,22,1,6.7,9279,7.35,8,10,1,1
13,0,1,1,0,37.99,0,0,0,1,0,0,0,1,14000,0,1,22,1,6.7,9279,7.35,8,10,1,1
14,0,0,1,0,36.87,1,0,0,0,0,1,0,0,9500,0,1,22,1,6.7,9279,7.35,8,10,0,1
15,0,0,1,0,50.45,0,0,0,0,0,0,0,0,9500,0,1,76,0,5.9,9279,7.35,110,38,0,0
15,0,0,1,0,51.91,1,0,0,0,0,0,0,0,3500,0,0,0,1,9.2,11997,9.68,2,10,0,0
13,0,1,1,0,39.04,0,0,0,0,0,0,0,0,22500,0,0,0,1,9.2,11997,9.68,2,10,0,0
14,0,0,0,0,59.6,0,0,0,0,0,0,0,0,9500,0,1,100,0,10.8,11997,9.68,20,10,0,0
15,0,0,0,0,43.47,0,0,0,0,0,0,0,0,62000,0,1,100,0,10.8,11997,9.68,20,10,0,0
14,0,0,0,0,55.5,0,0,0,0,0,0,0,0,18000,0,1,100,0,10.8,11997,9.68,20,10,0,0
16,0,1,1,0,39.55,0,0,1,0,0,0,0,0,22500,0,1,81,0,4,8977,7.33,12,4,1,0
17,0,0,0,0,66.18,0,0,0,1,0,0,1,0,14000,0,1,81,0,4,8977,7.33,12,4,1,1
16,0,1,0,0,60.65,0,0,0,1,1,0,0,0,18000,0,0,81,0,4,8977,7.33,12,4,1,0
16,0,1,1,0,35.77,0,0,0,0,0,0,0,0,9500,0,0,81,0,4,8977,7.33,12,4,0,0
15,0,0,1,0,56.9,1,0,0,0,0,1,0,0,9500,0,0,81,0,4,8977,7.33,12,4,0,1
13,0,0,0,0,46.77,0,0,0,1,0,0,0,1,62000,0,1,94,1,9.3,8895,332.56,1,1,1,1
16,0,1,0,0,54.86,0,0,0,0,0,1,0,0,9500,0,1,94,1,9.3,8895,332.56,1,1,0,1
15,0,1,0,0,55.74,1,0,0,0,0,0,0,0,3500,0,0,94,1,9.3,8895,332.56,1,1,0,0
12,0,0,0,0,52.34,0,0,0,0,0,0,0,0,22500,0,1,94,1,9.3,8895,332.56,1,1,0,0
17,0,1,0,0,56.5,0,0,0,1,0,0,1,0,22500,0,1,94,1,9.3,8895,332.56,1,1,1,1
14,0,0,0,0,45.23,0,0,0,0,0,1,0,0,31500,0,1,94,1,9.3,8895,332.56,1,1,0,1
15,0,1,0,0,52.92,0,0,1,0,0,0,1,0,0,1,1,94,1,9.3,8895,332.56,1,1,1,1
13,0,0,0,0,53.02,0,0,0,1,0,0,1,0,18000,0,0,94,1,9.3,8895,332.56,1,1,1,1
16,0,1,0,0,60.76,0,0,0,0,0,0,0,1,31500,0,1,94,1,9.3,8895,332.56,1,1,0,1
16,0,0,0,0,51.81,0,0,0,1,0,0,0,1,0,1,1,94,1,9.3,8895,332.56,1,1,1,1
14,0,0,0,0,62.2,0,0,0,0,0,0,0,0,18000,0,1,91,0,8.8,11997,9.68,7,10,0,0
14,0,1,1,0,36.94,0,0,0,1,0,0,0,1,22500,0,1,55,0,5.1,9279,7.35,6,10,1,1
14,0,1,1,0,55.08,0,0,0,0,0,0,1,0,9500,0,0,77,1,5,10549,7.54,4,14,0,1
16,0,0,0,0,57.13,0,0,0,1,0,0,0,0,0,1,1,77,1,5,10549,7.54,4,14,1,0
17,0,0,1,0,52.49,0,0,0,1,0,1,0,0,31500,0,1,77,1,5,10549,7.54,4,14,1,1
16,0,1,0,0,42.89,0,0,0,0,0,0,0,1,14000,0,1,77,1,5,10549,7.54,4,14,0,1
14,0,1,0,0,52.83,0,0,1,0,0,0,1,0,62000,0,1,77,1,5,10549,7.54,4,14,1,1
15,0,1,1,0,37.16,1,0,0,0,0,1,0,0,9500,0,1,0,1,6.7,9279,7.35,10,5,0,1
13,0,1,1,0,48.15,1,0,0,0,0,1,0,0,22500,0,0,0,1,6.7,9279,7.35,10,5,0,1
12,0,1,1,0,34.02,0,0,0,0,0,1,0,0,3500,0,1,0,1,6.7,9279,7.35,10,5,0,1
16,0,1,1,0,39.9,0,0,0,0,0,0,0,0,9500,0,1,0,1,6.7,9279,7.35,10,5,0,0
16,0,1,1,0,58.88,0,0,0,0,0,0,1,0,14000,0,0,0,1,6.7,9279,7.35,10,5,0,1
14,0,0,0,1,37.22,0,0,0,0,0,1,0,0,14000,0,1,0,1,6.7,9279,7.35,10,5,0,1
15,0,0,1,0,43.18,0,0,0,0,0,0,0,0,0,1,1,0,1,6.7,9279,7.35,10,5,0,0
13,0,1,1,0,42.44,0,0,0,0,0,0,0,0,3500,0,0,0,1,6.7,9279,7.35,10,5,0,0
16,0,0,0,0,54.29,0,0,0,0,0,0,0,0,14000,0,1,86,0,4,10549,7.54,9,20,0,0
14,0,0,0,0,48.19,0,0,0,0,0,0,1,0,18000,0,1,86,0,4,10549,7.54,9,20,0,1
16,0,1,0,0,59.53,0,0,0,1,0,0,0,0,31500,0,1,86,0,4,10549,7.54,9,20,1,0
14,0,1,0,0,52.51,0,0,0,1,0,0,0,1,9500,0,0,86,0,4,10549,7.54,9,20,1,1
16,0,0,0,0,51.29,0,0,0,1,0,0,0,1,22500,0,1,86,0,4,10549,7.54,9,20,1,1
16,0,0,0,0,62.04,0,0,0,1,0,0,0,1,62000,0,1,76,1,5.5,10815,7.18,2,8,1,1
12,0,0,0,0,56.3,1,0,0,0,0,0,0,1,31500,0,1,76,1,5.5,10815,7.18,2,8,0,1
16,0,1,0,0,68.81,0,0,0,1,0,0,0,1,22500,0,1,76,1,5.5,10815,7.18,2,8,1,1
16,0,1,0,0,60.14,0,0,0,1,0,0,0,1,62000,0,1,76,1,5.5,10815,7.18,2,8,1,1
14,0,1,0,0,55.75,1,0,0,0,0,0,0,1,62000,0,1,76,1,5.5,10815,7.18,2,8,0,1
16,0,1,1,0,45.38,0,0,0,0,0,1,0,0,9500,0,1,76,1,5.5,10815,7.18,2,8,0,1
13,0,1,0,0,47.97,0,0,1,0,0,0,1,0,14000,0,1,100,0,11.9,8895,332.56,45,70,1,1
15,0,0,0,0,58.97,0,0,0,0,0,0,0,0,31500,0,1,61,0,4.1,8977,7.33,10,3,0,0
18,0,1,0,0,54.77,0,0,0,1,0,0,0,1,31500,0,1,61,0,4.1,8977,7.33,10,3,1,1
15,0,1,0,0,65.86,0,0,0,0,0,0,0,0,3500,0,1,61,0,4.1,8977,7.33,10,3,0,0
16,0,1,0,0,62.68,0,0,1,0,0,0,0,0,31500,0,1,61,0,4.1,8977,7.33,10,3,1,0
16,0,1,0,0,50.78,0,0,0,0,0,0,1,0,22500,0,1,40,0,5.5,9279,7.35,75,25,0,1
16,0,1,1,0,52.75,0,0,0,0,0,0,0,0,22500,0,1,40,0,5.5,9279,7.35,75,25,0,0
12,0,0,0,0,44.99,0,0,0,0,0,0,0,0,31500,0,1,40,0,5.5,9279,7.35,75,25,0,0
15,0,1,1,0,49.48,0,0,0,0,0,0,0,0,18000,0,1,40,0,5.5,9279,7.35,75,25,0,0
16,0,1,0,0,52.18,0,0,0,0,0,0,0,0,0,1,1,83,0,6.5,8977,7.33,15,35,0,0
13,0,0,0,1,46.28,0,0,0,0,0,0,0,0,14000,0,1,83,0,6.5,8977,7.33,15,35,0,0
16,0,1,0,0,43.42,0,0,1,0,0,1,0,0,22500,0,1,70,0,9.2,8977,7.33,25,8,1,1
17,0,0,0,0,69.38,0,0,0,1,0,0,0,1,31500,0,1,70,0,9.2,8977,7.33,25,8,1,1
13,0,1,1,0,42.82,1,0,0,0,0,1,0,0,9500,0,1,70,0,9.2,8977,7.33,25,8,0,1
16,0,0,0,0,64.54,0,0,0,1,0,1,0,0,62000,0,1,70,0,9.2,8977,7.33,25,8,1,1
14,0,1,1,0,43.94,0,0,0,0,0,0,0,0,22500,0,1,87,0,6.3,8977,7.33,15,25,0,0
13,0,1,0,0,62.51,0,0,0,0,0,0,0,0,18000,0,0,87,0,6.3,8977,7.33,15,25,0,0
16,0,1,0,0,49.74,0,0,0,0,0,0,0,0,18000,0,1,87,0,6.3,8977,7.33,15,25,0,0
18,0,1,0,0,61.61,0,0,0,1,0,0,1,0,31500,0,1,87,0,4.7,10549,7.54,0,7,1,1
